8920,362,67.49447513903316,16.946267618129262,100,87,56.2
8922,415,86.68433735074699,6.420838627321021,100,76,30.0
8923,996,68.34939759096389,10.86227514669104,88,60,44.85294117647059
9170,1962,77.25637105070336,14.823404422797893,100,74,62.8125
9173,26,77.26923077,14.20016251,90,20,70.0
11802,201,70.93034825870646,14.2659813401443,98,60,55.125
12471,304,74.81907894631577,14.257799407865072,100,84,35.5
13231,297,69.5286195305724,16.313018826183256,98,85,61.333333333333336
13305,7251,69.54461453686115,12.624291983348119,100,61,73.65
13307,78,76.94871795025642,10.288359785363735,89,63,44.0
13308,2202,66.08583106245686,16.689478659609666,100,31,85.47368421052632
14442,265,74.50188679083018,7.115815104933767,91,70,34.666666666666664
14448,418,74.988038276555,15.220891572264541,99,80,60.75
16364,87,64.89655172,17.68919949,92,0,92.0
16448,544,71.09007353143383,18.23466416791023,100,20,94.0
17566,207,70.4589372,12.59785021,90,0,90.0
19564,538,77.53159851226766,12.429053459936085,100,72,42.833333333333336
19887,1229,76.25467860100895,9.106334255811301,90,74,38.0
21180,1932,75.50569358190995,17.01421007630117,100,63,76.0
21184,146,72.88356164239727,13.300793957505482,95,82,34.625
24197,420,84.19523809426191,14.280743017495993,100,75,54.77777777777778
24293,715,72.09370629230767,14.533853582180809,100,83,53.81818181818182
24818,545,68.11926605532109,15.379769029054835,100,80,71.57142857142857
26386,229,78.8165938849345,8.626334849249458,96,56,49.666666666666664
26388,346,73.80924855378613,18.037316673960603,100,83,55.5
26420,217,74.97695852691245,8.213398455789656,91,73,27.285714285714285
26968,8,83.25,4.949747468,88,76,12.0
28681,38,68.47368421368421,15.797070406965672,85,35,65.0
28704,18,88.72222221999999,4.73885958056411,94,82,14.0
28720,340,80.22647058897059,7.9159488997588,100,75,28.444444444444443
28728,687,74.60844250433772,12.194670393503246,96,54,65.55555555555556
28731,286,76.85664335867132,14.487069495000682,100,30,79.0
28748,1014,71.62327416071007,13.526714883819244,95,53,75.66666666666667
28758,214,77.69626168294393,14.343972026801216,94,40,73.0
28803,20,70.7,13.82636688,87,29,58.0
28813,80,74.400000001,14.907074876212743,91,52,64.66666666666667
28855,8220,87.69099756717152,13.445682822759911,100,62,73.7837837837838
28869,595,72.52436974727732,12.440397828290397,95,19,82.25
29055,506,75.4229249004348,13.49343207136657,95,68,57.083333333333336
29137,771,83.10246433143966,13.808823591790825,100,87,53.5
29763,157,73.61783439369427,7.868071864739405,90,62,38.0
29977,301,76.66112956990034,14.600295195471842,100,74,47.4
30062,288,74.21180555527778,9.722139137570807,90,36,57.0
30138,326,78.48773006113498,9.640189754718152,96,75,33.44444444444444
30145,132,71.77272727,14.38382834,96,0,96.0
30195,160,70.3375,14.103435911603047,98,23,85.5
30779,3350,72.85462686589256,15.570443269400704,100,64,70.80487804878047
30781,145,81.68965517268965,11.813705947253311,98,69,56.5
30809,1812,77.44205298133005,13.300600518807812,100,76,58.0
30824,175,76.66285714297142,8.34074977097067,86,65,40.0
31268,764,75.3154450260733,19.368870424655466,100,50,74.66666666666667
31269,253,77.97233201624505,9.278616400047335,95,64,37.666666666666664
31546,458,71.41484716148472,16.57581056402764,100,66,59.3
31802,1424,72.87851123693821,16.244256364619478,100,60,71.46666666666667
32049,283,74.76678445060071,12.407902552198935,95,48,65.0
32589,52,81.94230769307691,9.400637558285077,98,64,36.0
32857,84,86.6428571447619,8.822607355872444,100,72,31.0
33310,395,75.09367088787342,10.198853885500338,95,71,47.166666666666664
34155,803,70.97384807183064,13.532895229207988,98,50,67.14285714285714
34166,905,74.95138121550276,11.196848110210343,100,63,43.44
34390,147,72.2585034,13.27015832,94,8,86.0
35071,501,75.27944111758485,13.652758182731246,100,86,37.63636363636363
35499,481,73.10395010340955,16.032162001480355,95,57,68.33333333333333
35553,2167,73.34563913300879,14.752204940829818,100,82,75.27777777777777
35557,232,72.21551724275862,13.033307806488404,88,19,77.75
35569,2208,76.5294384056522,12.396296491097301,99,64,51.666666666666664
35577,590,70.03559322047458,14.594313172588535,98,84,49.46153846153846
35897,164,72.61585366,11.56597474,95,21,74.0
35902,691,72.26483357322721,14.504972948037466,97,53,66.33333333333333
35903,401,77.64837905294264,7.831086435976759,90,68,43.833333333333336
35906,13,81.92307692153847,3.798777814041767,87,81,8.5
35907,460,69.23913043554347,15.646028579504518,96,52,79.75
36250,48,78.12500000083334,10.985325042480007,96,70,27.5
36306,83,77.98795180843375,13.283629339372084,99,33,74.0
36421,675,75.08888888899261,12.866248905819996,95,72,61.84615384615385
36444,107,75.0280373828972,4.468002067961965,85,71,20.5
36661,95,78.90526315705263,9.981258754052622,94,77,38.75
36664,145,76.22068965551725,12.460050983335318,95,68,50.6
36665,232,70.8534482762069,13.8923726652679,93,64,56.75
36832,898,70.83407572615815,12.672262559450251,100,82,47.3
36836,651,80.8371735801536,11.677767255359406,100,73,51.55555555555556
36843,533,76.58911819861164,12.441042936514894,100,55,66.5
38077,2076,76.44701348688342,18.535502773319788,100,36,87.6
39252,1057,75.83727530859036,11.652781064130313,100,65,44.8
40265,677,72.54652880258493,11.907950960259205,94,75,56.333333333333336
41218,278,78.14748201557555,9.72332790682107,95,60,46.2
41230,280,74.77857142839285,14.458828790887743,99,61,48.666666666666664
41243,590,81.02711864403389,7.767423339335629,100,82,30.500000000000004
41732,441,73.84126984154194,13.551942094457889,100,52,58.22222222222222
41735,729,71.33744855817558,14.496993771430686,100,50,62.285714285714285
41736,348,76.58045977318965,12.552476208294381,98,42,56.5
42279,444,78.52927927858109,12.396285746783402,98,76,66.8
42322,172,87.24418604465116,4.946770975688879,98,86,16.0
42327,1841,71.83215643797938,15.650230240775201,100,42,84.22222222222223
42331,474,71.35021096902952,13.50206440242857,100,40,65.0
42332,99,74.29292929111111,11.39593466332367,88,62,52.25
42342,2307,86.85088860079324,12.694111292627003,100,59,85.63636363636364
42346,1304,77.8404907963497,10.999378776666894,99,80,36.90909090909091
42351,188,72.90425531914893,11.722541419117345,97,43,54.0
42355,518,70.10810810835908,16.56188367581578,99,82,53.25
42356,618,64.4061488680259,15.541874886309666,99,76,51.375
42362,1457,66.68496911505149,16.750676982706846,100,80,53.8235294117647
42363,405,70.88148147824693,15.240423750256905,100,81,47.333333333333336
42364,69,82.57971014594203,9.480325589607567,98,76,28.666666666666668
42575,33,82.18181818,5.642774946,95,72,23.0
42701,647,74.06336939786708,13.000992853081586,95,60,53.38461538461539
42702,497,73.54527163046278,12.533008736706249,91,68,46.93333333333333
42708,444,78.57882882907657,8.963906507374759,93,87,36.75
42736,75,89.24000000013334,3.4858806528273103,96,85,10.5
42738,1571,79.41820496514958,10.779669531524124,98,82,62.36363636363637
42741,450,73.99333333611114,13.39730131111404,100,39,81.5
42799,81,84.28395061518519,3.682464226169108,92,85,8.4
43207,253,71.24901185758894,17.002453741605656,94,50,65.0
43260,452,78.07300885073008,12.139393538442048,96,71,55.285714285714285
43423,562,80.70106761571175,11.622702489780028,98,64,58.666666666666664
43453,841,77.30915576644469,11.381225438247633,100,76,45.875
43492,782,67.39769820973146,20.139668136353492,100,40,84.53846153846153
43671,10,84.6,2.319003617,87,80,7.0
43739,503,84.76938369926441,10.053897981649387,100,83,35.53846153846154
43741,1768,80.10690045259615,10.284322120046307,100,61,57.30769230769231
43743,244,82.35655737688526,10.236331968976522,100,68,47.0
43784,526,72.148288974981,10.783038484788387,92,52,59.333333333333336
44013,289,86.41522491429066,11.292979215061125,100,69,65.5
44673,810,72.55555555625926,18.16177153150758,100,78,75.15384615384616
44681,99,71.87878787737374,13.212068111990394,91,64,46.0
45868,815,75.77914110426995,13.417244279718297,100,80,51.38461538461539
46910,171,72.32163742631579,11.088468417342465,92,50,47.25
47289,572,66.22902097993007,16.142240937441986,100,89,60.416666666666664
47304,55,83.98181818,14.18853333,98,11,87.0
51858,107,88.72897196495326,3.862888196494315,97,85,13.4
52182,377,69.2307692320955,12.92921828314145,96,41,70.0
52754,522,70.64559386833332,13.07383569343209,98,88,58.666666666666664
52900,91,84.78021978098899,5.721649132505845,94,83,14.571428571428571
53004,548,73.73905109507301,13.062155627187655,95,66,48.888888888888886
53476,831,79.72924187789411,13.325050164747664,100,68,49.15625
53511,730,77.18904109510959,5.7326486556298715,91,69,26.615384615384617
54409,68,73.63235293852941,9.494868883628076,97,87,23.0
54906,232,82.65086207219828,8.829976556103835,94,72,50.6
54931,1456,69.81387362725962,17.59466582693536,99,55,74.29032258064517
55131,6,90.66666667,7.366591251,97,79,18.0
55311,814,71.91891892071253,15.52360497938813,100,60,58.857142857142854
55711,69,76.05797101913043,10.010700180642647,90,43,50.5
55730,133,71.45112781924813,13.311617664545523,98,53,61.8
55850,2901,70.7976559808411,14.891742757748846,100,68,68.02325581395348
55858,70,81.38571428542858,10.97246191632098,98,72,35.8
56173,30,72.4,17.29979071,85,11,74.0
56940,888,71.2060810823311,12.029165310758351,95,61,56.15
57381,155,78.77419355141936,11.1323816014081,97,73,44.166666666666664
57383,100,79.9899999999,8.10901478462479,90,77,32.5
57664,435,71.85747126393102,13.7431366130995,94,62,45.36363636363637
57770,245,78.58775510110206,10.109336021833037,98,65,46.666666666666664
57834,804,79.81343283699005,12.597155728707211,100,84,56.666666666666664
57909,796,75.66331658324121,11.795567990029282,96,68,65.41666666666667
58059,108,92.14814814935185,3.3115743869421066,100,93,9.333333333333334
58264,168,76.25000000011903,10.73762141054274,97,88,41.4
58357,504,81.39285714257936,12.647439895078653,99,86,43.470588235294116
58680,256,77.32421874789063,13.392128797648667,93,70,39.75
58742,1359,70.781456953922,17.18645261425735,100,53,75.07692307692308
59144,738,79.20189701895664,13.063884134754028,99,87,43.0
